갱신청구권사용여부,단지명,법정동,보증금액,건축년도,월세금,전용면적,지번,지역코드,층,해제여부,해제사유발생일,년,월,일
O,래미안,압구정동,"47,932",2012,0,63.03,913,11680,19,,,2024,1,19
X,타워팰리스,삼성동,"107,119",1981,0,86.32,542,11680,6,,,2024,3,13
,강남_7차_아파트,대치동,"113,025",2022,0,146.75,255,11680,12,,,2024,1,12
,래미안,대치동,"2,827",1982,182,99.07,734,11680,9,,,2024,2,12
X,강남_3차_아파트,대치동,"36,456",2010,0,146.21,387,11680,16,,,2024,2,21
,타워팰리스,청담동,"72,880",1996,0,140.99,653,11680,7,,,2024,1,2
,강남_8차_아파트,역삼동,"109,221",2004,0,67.99,791,11680,11,O,20240122,2024,1,22
X,강남_6차_아파트,대치동,"2,961",1989,286,140.11,516,11680,3,,,2024,2,9
X,강남_1차_아파트,압구정동,"79,566",2019,0,139.87,294,11680,34,,,2024,2,18
,타워팰리스,압구정동,"125,383",2018,0,101.84,805,11680,15,,,2024,2,24
,타워팰리스,압구정동,"50,795",1996,0,65.08,498,11680,20,,,2024,1,8
O,강남_5차_아파트,압구정동,"39,353",1997,0,136.1,910,11680,1,,,2024,1,15
,강남_2차_아파트,대치동,"124,014",2009,0,123.29,647,11680,36,,,2024,3,2
X,강남_6차_아파트,삼성동,"1,667",2000,70,92.95,868,11680,1,,,2024,1,19
O,강남_2차_아파트,청담동,"61,410",2017,0,97.02,551,11680,28,,,2024,2,1
X,래미안,삼성동,"4,196",2024,144,68.09,994,11680,23,O,20240108,2024,1,8
O,강남_1차_아파트,삼성동,"1,402",1984,127,71.88,421,11680,8,,,2024,2,27
X,아이파크,대치동,"1,441",2001,141,103.05,769,11680,2,,,2024,3,12
O,래미안,역삼동,"3,255",1989,101,149.03,965,11680,11,,,2024,3,16
,래미안,청담동,"3,263",1996,53,136.46,182,11680,32,,,2024,2,13
X,강남_2차_아파트,청담동,"1,043",1985,173,62.7,366,11680,41,,,2024,2,22
X,강남_6차_아파트,삼성동,"30,235",2011,0,113.97,971,11680,42,,,2024,2,16
,강남_8차_아파트,역삼동,"111,114",1990,0,82.16,572,11680,25,,,2024,2,3
O,강남_4차_아파트,역삼동,"4,255",2015,208,129.83,574,11680,16,,,2024,2,2
,강남_6차_아파트,대치동,"126,313",2007,0,146.27,438,11680,26,,,2024,3,18
X,강남_5차_아파트,역삼동,"127,645",1987,0,125.58,180,11680,16,,,2024,2,20
X,강남_4차_아파트,압구정동,"50,239",2020,0,72.84,921,11680,8,,,2024,3,16
X,강남_1차_아파트,삼성동,"119,431",2013,0,118.71,119,11680,7,,,2024,3,8
O,강남_6차_아파트,역삼동,"1,557",1998,63,57.09,172,11680,26,,,2024,2,6
,강남_6차_아파트,대치동,"2,482",2001,260,99.17,288,11680,4,,,2024,1,16
,강남_3차_아파트,압구정동,"82,057",1997,0,109.98,195,11680,23,,,2024,3,28
O,강남_9차_아파트,대치동,"1,118",2014,167,142.77,862,11680,7,O,20240319,2024,3,19
X,래미안,압구정동,"87,712",2008,0,120.2,490,11680,30,,,2024,2,20
X,타워팰리스,삼성동,"59,543",1987,0,76.63,755,11680,39,,,2024,2,12
O,강남_6차_아파트,역삼동,"3,166",2013,63,87.69,784,11680,32,,,2024,3,28
X,타워팰리스,역삼동,"40,014",1988,0,107.15,407,11680,31,,,2024,1,7
,아이파크,청담동,"4,578",2021,241,53.18,168,11680,27,,,2024,3,5
O,강남_4차_아파트,삼성동,"105,836",1984,0,66.26,548,11680,3,,,2024,1,26
,강남_1차_아파트,삼성동,"43,316",2012,0,107.84,645,11680,34,,,2024,3,13
O,강남_9차_아파트,청담동,"37,226",1989,0,95.23,260,11680,12,,,2024,2,24
O,강남_2차_아파트,청담동,"4,453",2020,207,123.86,198,11680,19,,,2024,3,11
O,강남_6차_아파트,대치동,"90,100",1989,0,146.9,896,11680,24,,,2024,1,23
,강남_5차_아파트,압구정동,"2,722",1985,114,56.89,570,11680,36,,,2024,1,3
X,타워팰리스,압구정동,"3,866",2016,68,142.21,588,11680,34,,,2024,1,10
O,타워팰리스,삼성동,"61,059",1983,0,116.72,873,11680,45,,,2024,3,27
X,강남_1차_아파트,압구정동,"4,599",2008,262,78.75,977,11680,29,,,2024,1,3
X,강남_1차_아파트,대치동,"133,531",2024,0,90.66,820,11680,44,,,2024,1,28
O,강남_8차_아파트,삼성동,"126,706",2002,0,79.49,400,11680,34,,,2024,2,24
,강남_5차_아파트,압구정동,"149,367",1992,0,55.26,294,11680,40,,,2024,2,9
,강남_7차_아파트,대치동,"2,392",1982,282,90.85,195,11680,25,,,2024,1,7
,강남_8차_아파트,대치동,"66,156",2023,0,106.9,402,11680,8,,,2024,2,1
X,강남_6차_아파트,청담동,"137,963",2013,0,107.25,271,11680,19,,,2024,2,15
X,강남_8차_아파트,청담동,"2,070",2022,92,117.88,133,11680,6,,,2024,3,19
X,강남_9차_아파트,삼성동,"34,192",2000,0,130.1,518,11680,19,,,2024,1,20
O,아이파크,삼성동,"111,391",2020,0,96.5,200,11680,18,,,2024,2,14
X,강남_4차_아파트,역삼동,"1,849",2022,172,111.74,534,11680,16,,,2024,2,14
,강남_4차_아파트,청담동,"62,764",2008,0,139.77,286,11680,32,,,2024,3,12
,강남_6차_아파트,청담동,"111,348",1991,0,102.36,664,11680,42,,,2024,3,17
,강남_2차_아파트,대치동,"2,914",1983,280,69.67,806,11680,15,,,2024,3,18
X,아이파크,역삼동,"96,402",1990,0,62.55,738,11680,29,,,2024,3,8
,강남_3차_아파트,압구정동,"127,715",2015,0,68.85,991,11680,19,,,2024,3,13
O,아이파크,청담동,"62,281",1981,0,133.31,464,11680,45,,,2024,3,3
O,강남_1차_아파트,대치동,"108,651",1985,0,97.2,518,11680,1,,,2024,3,27
X,강남_7차_아파트,청담동,"30,352",1990,0,126.51,394,11680,18,O,20240113,2024,1,13
X,강남_2차_아파트,삼성동,"112,773",1983,0,91.04,918,11680,36,,,2024,2,14
X,강남_8차_아파트,청담동,"1,345",1998,53,70.81,663,11680,38,,,2024,2,26
X,강남_1차_아파트,청담동,"77,585",1996,0,73.0,626,11680,33,,,2024,3,25
,강남_2차_아파트,압구정동,"66,322",2019,0,89.88,288,11680,32,,,2024,3,7
O,강남_3차_아파트,삼성동,"4,850",2014,209,123.19,501,11680,8,,,2024,2,5
X,강남_2차_아파트,압구정동,"58,848",1986,0,68.47,915,11680,14,,,2024,1,11
,강남_3차_아파트,청담동,"114,574",2015,0,120.42,305,11680,13,,,2024,1,17
,강남_8차_아파트,역삼동,"1,207",1987,74,130.02,283,11680,17,O,20240219,2024,2,19
O,타워팰리스,청담동,"129,928",1984,0,118.18,506,11680,8,,,2024,3,7
,강남_2차_아파트,역삼동,"115,007",2007,0,56.22,170,11680,7,,,2024,2,6
,강남_4차_아파트,역삼동,"3,221",2006,206,113.15,883,11680,41,,,2024,3,18
O,강남_5차_아파트,압구정동,"54,562",1991,0,117.74,352,11680,19,,,2024,3,20
O,강남_3차_아파트,압구정동,"47,728",2013,0,75.06,304,11680,34,,,2024,2,5
,강남_4차_아파트,압구정동,"70,454",2002,0,105.23,728,11680,14,,,2024,1,12
O,강남_5차_아파트,압구정동,"86,147",1987,0,78.4,262,11680,18,,,2024,1,21
X,강남_3차_아파트,삼성동,"74,622",2021,0,103.14,104,11680,32,,,2024,2,4
,강남_8차_아파트,삼성동,"3,736",1991,230,66.24,698,11680,19,O,20240311,2024,3,11
O,래미안,청담동,"42,414",2018,0,98.85,386,11680,40,,,2024,3,18
,강남_1차_아파트,역삼동,"41,315",2002,0,147.74,122,11680,11,,,2024,1,11
,타워팰리스,청담동,"37,054",1980,0,60.49,728,11680,27,,,2024,2,5
O,래미안,청담동,"114,429",1998,0,133.21,312,11680,22,,,2024,3,16
O,강남_2차_아파트,대치동,"46,796",1981,0,138.18,818,11680,23,,,2024,2,2
O,래미안,압구정동,"143,909",2001,0,120.4,796,11680,14,,,2024,2,16
O,강남_5차_아파트,압구정동,"95,321",1986,0,88.42,297,11680,36,,,2024,2,12
,강남_9차_아파트,청담동,"78,237",2015,0,70.68,420,11680,12,,,2024,1,17
,강남_2차_아파트,삼성동,"4,231",2007,55,107.22,661,11680,2,,,2024,3,20
X,강남_9차_아파트,대치동,"69,557",2013,0,92.27,856,11680,2,,,2024,2,11
,강남_3차_아파트,역삼동,"76,453",1988,0,93.02,569,11680,41,,,2024,3,17
X,아이파크,역삼동,"39,352",2022,0,127.96,998,11680,26,,,2024,1,11
O,강남_2차_아파트,청담동,"141,247",1984,0,131.6,411,11680,26,,,2024,1,23
,강남_4차_아파트,대치동,"85,175",2005,0,124.43,936,11680,22,,,2024,1,28
O,래미안,대치동,"131,693",2011,0,143.01,583,11680,19,O,20240114,2024,1,14
,강남_4차_아파트,압구정동,"130,631",1985,0,61.65,813,11680,3,,,2024,2,17
,래미안,역삼동,"77,413",2024,0,124.64,549,11680,40,,,2024,1,25
X,강남_7차_아파트,삼성동,"100,209",2020,0,137.29,308,11680,29,O,20240204,2024,2,4
O,강남_9차_아파트,대치동,"52,366",2015,0,144.75,310,11680,33,,,2024,2,11
,강남_3차_아파트,청담동,"133,443",2012,0,120.45,674,11680,1,,,2024,1,20
X,래미안,삼성동,"38,346",1988,0,60.99,841,11680,44,,,2024,2,23
O,강남_6차_아파트,삼성동,"141,077",2015,0,75.5,157,11680,38,,,2024,1,13
,강남_7차_아파트,압구정동,"57,743",2023,0,82.19,767,11680,33,,,2024,3,11
,래미안,대치동,"2,646",1994,145,65.05,842,11680,24,,,2024,3,18
O,강남_4차_아파트,대치동,"42,673",2000,0,61.06,171,11680,44,,,2024,3,25
O,아이파크,역삼동,"76,266",1982,0,126.98,259,11680,27,,,2024,1,9
,강남_1차_아파트,대치동,"1,063",2024,90,134.22,330,11680,12,,,2024,3,11
,래미안,압구정동,"2,766",2000,66,111.47,767,11680,6,,,2024,2,17
O,아이파크,역삼동,"107,543",1989,0,146.36,688,11680,21,,,2024,3,15
O,강남_4차_아파트,청담동,"2,380",1995,67,61.4,432,11680,15,,,2024,3,2
X,강남_7차_아파트,대치동,"4,198",2008,219,83.96,795,11680,14,,,2024,3,15
X,강남_5차_아파트,대치동,"63,566",2006,0,54.67,601,11680,2,O,20240106,2024,1,6
X,강남_6차_아파트,압구정동,"121,567",1985,0,67.68,624,11680,44,,,2024,3,3
O,강남_5차_아파트,대치동,"54,044",1995,0,111.31,381,11680,4,,,2024,1,3
X,타워팰리스,역삼동,"104,169",2004,0,87.8,614,11680,36,,,2024,1,19
O,강남_3차_아파트,역삼동,"4,967",1983,170,53.3,430,11680,20,,,2024,1,7
X,강남_6차_아파트,청담동,"68,173",2001,0,123.57,586,11680,26,,,2024,1,16
O,아이파크,역삼동,"4,837",2003,106,119.75,748,11680,10,,,2024,1,11
,강남_7차_아파트,청담동,"4,897",1984,270,63.51,563,11680,4,O,20240213,2024,2,13
O,강남_8차_아파트,압구정동,"116,881",1985,0,138.31,802,11680,40,,,2024,1,11
X,강남_9차_아파트,대치동,"97,501",2023,0,72.26,816,11680,18,,,2024,2,17
O,강남_3차_아파트,삼성동,"79,793",2022,0,110.47,510,11680,20,,,2024,2,9
O,강남_1차_아파트,삼성동,"110,283",2017,0,114.3,757,11680,10,,,2024,1,1
O,래미안,역삼동,"62,314",2019,0,93.33,665,11680,9,,,2024,3,9
X,강남_4차_아파트,역삼동,"2,456",2009,196,124.64,995,11680,33,,,2024,2,8
,래미안,청담동,"84,346",1984,0,63.08,652,11680,21,,,2024,1,24
,강남_4차_아파트,삼성동,"149,818",2022,0,63.57,971,11680,3,,,2024,1,25
O,타워팰리스,삼성동,"1,271",1994,65,139.81,270,11680,16,,,2024,3,15
,강남_9차_아파트,청담동,"90,052",2023,0,105.85,854,11680,29,,,2024,2,21
,타워팰리스,대치동,"134,351",2014,0,80.2,943,11680,27,,,2024,1,2
,강남_3차_아파트,대치동,"3,980",1984,90,59.07,951,11680,27,,,2024,2,19
X,강남_4차_아파트,대치동,"55,014",1988,0,95.68,710,11680,39,,,2024,3,2
O,래미안,삼성동,"141,805",2013,0,83.91,746,11680,40,,,2024,3,10
O,타워팰리스,삼성동,"40,591",2021,0,108.8,103,11680,3,,,2024,3,15
,타워팰리스,역삼동,"2,529",2022,262,90.93,513,11680,1,,,2024,1,2
,강남_3차_아파트,청담동,"139,976",2000,0,125.78,461,11680,21,,,2024,2,2
,타워팰리스,대치동,"95,450",1986,0,70.75,956,11680,35,,,2024,2,7
X,강남_9차_아파트,역삼동,"95,186",1980,0,51.4,647,11680,1,,,2024,3,27
X,타워팰리스,대치동,"3,649",2018,241,137.27,674,11680,33,,,2024,1,18
X,강남_4차_아파트,대치동,"2,169",1988,276,109.31,592,11680,42,,,2024,1,2
O,강남_8차_아파트,삼성동,"68,741",2005,0,100.4,980,11680,9,,,2024,3,15
,강남_4차_아파트,압구정동,"32,038",2020,0,115.68,917,11680,2,,,2024,3,1
,강남_6차_아파트,대치동,"46,691",2004,0,138.01,330,11680,12,,,2024,1,25
X,타워팰리스,청담동,"78,958",2014,0,118.64,267,11680,12,,,2024,1,11
O,강남_6차_아파트,대치동,"1,458",1991,109,138.1,153,11680,27,,,2024,2,3
,강남_2차_아파트,압구정동,"62,615",2011,0,147.18,615,11680,8,,,2024,1,23
,강남_9차_아파트,압구정동,"1,458",1998,124,136.15,361,11680,3,,,2024,2,9
O,강남_9차_아파트,대치동,"146,446",1987,0,80.9,733,11680,7,O,20240319,2024,3,19
O,강남_4차_아파트,청담동,"144,996",2002,0,122.42,573,11680,18,,,2024,3,22
X,강남_2차_아파트,청담동,"99,254",2003,0,76.24,552,11680,37,,,2024,1,18
O,래미안,삼성동,"54,868",2015,0,51.35,512,11680,1,,,2024,2,8
,강남_5차_아파트,삼성동,"3,323",2011,241,144.14,515,11680,11,,,2024,1,14
X,아이파크,압구정동,"88,896",2012,0,74.69,105,11680,32,,,2024,3,6
,강남_1차_아파트,청담동,"1,649",1983,186,122.34,153,11680,28,,,2024,2,20
O,강남_3차_아파트,압구정동,"53,200",2012,0,108.79,672,11680,15,,,2024,3,13
X,강남_1차_아파트,압구정동,"30,460",1999,0,130.09,953,11680,39,,,2024,1,5
X,강남_6차_아파트,삼성동,"2,250",1983,90,77.2,465,11680,12,,,2024,3,10
X,타워팰리스,대치동,"1,322",2000,219,76.84,803,11680,31,,,2024,2,17
O,강남_1차_아파트,압구정동,"142,731",2017,0,59.57,767,11680,1,,,2024,2,23
,강남_4차_아파트,압구정동,"4,528",1987,79,60.06,308,11680,41,,,2024,3,9
O,강남_5차_아파트,역삼동,"83,988",2014,0,87.04,948,11680,3,,,2024,2,24
O,타워팰리스,대치동,"90,038",1983,0,78.25,537,11680,16,,,2024,3,1
O,래미안,압구정동,"74,862",2007,0,125.07,933,11680,43,,,2024,2,5
X,강남_6차_아파트,압구정동,"149,661",2024,0,117.56,750,11680,17,,,2024,1,2
O,강남_6차_아파트,삼성동,"4,016",1986,67,116.5,221,11680,27,,,2024,3,18
X,강남_5차_아파트,역삼동,"4,946",1995,244,111.31,541,11680,18,O,20240326,2024,3,26
X,래미안,대치동,"107,139",1993,0,141.44,894,11680,23,,,2024,3,3
X,강남_7차_아파트,삼성동,"2,559",2014,184,123.01,379,11680,29,,,2024,3,8
X,강남_2차_아파트,대치동,"54,837",2007,0,108.89,390,11680,33,,,2024,3,28
X,강남_1차_아파트,청담동,"122,435",1991,0,147.09,651,11680,9,,,2024,2,25
O,강남_7차_아파트,삼성동,"80,903",1987,0,140.07,221,11680,42,,,2024,1,10
X,래미안,삼성동,"50,364",2007,0,108.0,690,11680,37,,,2024,1,11
O,강남_9차_아파트,대치동,"64,086",2019,0,94.41,776,11680,24,,,2024,1,6
X,강남_6차_아파트,역삼동,"46,418",1997,0,137.71,165,11680,41,O,20240110,2024,1,10
X,래미안,압구정동,"3,529",2002,134,96.4,616,11680,9,,,2024,2,16
O,타워팰리스,삼성동,"44,745",2009,0,58.21,371,11680,32,,,2024,1,4
X,강남_1차_아파트,압구정동,"64,736",1995,0,107.4,587,11680,13,,,2024,1,16
O,강남_1차_아파트,압구정동,"122,145",1989,0,58.16,737,11680,21,,,2024,1,16
,강남_6차_아파트,압구정동,"54,797",1998,0,56.01,705,11680,4,,,2024,3,13
,래미안,역삼동,"60,424",2000,0,53.52,820,11680,27,,,2024,1,7
X,래미안,역삼동,"2,728",1998,144,51.58,511,11680,6,,,2024,3,26
X,강남_6차_아파트,삼성동,"3,490",1994,141,131.31,707,11680,32,O,20240208,2024,2,8
O,강남_4차_아파트,청담동,"130,558",1981,0,138.47,834,11680,26,O,20240112,2024,1,12
,강남_5차_아파트,삼성동,"3,463",2003,298,122.45,371,11680,31,,,2024,1,18
,래미안,대치동,"105,171",1980,0,146.55,207,11680,15,,,2024,2,16
,강남_7차_아파트,압구정동,"62,004",2003,0,72.49,653,11680,34,,,2024,1,27
X,아이파크,대치동,"4,921",2014,61,64.79,264,11680,42,,,2024,2,20
O,강남_8차_아파트,청담동,"121,567",1996,0,65.38,904,11680,39,,,2024,3,19
,강남_6차_아파트,대치동,"2,090",2024,214,144.7,281,11680,11,,,2024,2,2
X,강남_1차_아파트,역삼동,"106,130",1981,0,134.68,721,11680,5,,,2024,3,5
X,강남_1차_아파트,압구정동,"37,500",2015,0,100.19,766,11680,29,,,2024,3,26
,강남_2차_아파트,압구정동,"89,398",2015,0,138.24,800,11680,37,,,2024,1,13
,강남_2차_아파트,청담동,"2,336",1996,210,105.74,681,11680,32,O,20240327,2024,3,27
,강남_5차_아파트,대치동,"3,621",2018,162,85.04,558,11680,42,,,2024,1,4
O,래미안,대치동,"2,506",2019,261,90.21,709,11680,43,,,2024,3,7
O,아이파크,압구정동,"2,019",2004,85,147.46,918,11680,33,,,2024,3,17
,아이파크,압구정동,"2,056",2000,99,92.05,194,11680,42,,,2024,3,25
O,강남_3차_아파트,삼성동,"1,280",2002,90,82.61,491,11680,30,,,2024,1,9
,래미안,역삼동,"2,429",1989,85,88.75,298,11680,23,,,2024,2,20
,강남_7차_아파트,역삼동,"2,858",2014,298,126.23,418,11680,26,,,2024,1,21
,강남_3차_아파트,대치동,"1,868",1992,69,85.01,683,11680,43,,,2024,3,9
,강남_5차_아파트,대치동,"94,486",2000,0,133.17,138,11680,9,,,2024,3,25
,강남_5차_아파트,대치동,"54,299",1994,0,103.84,762,11680,38,,,2024,2,1
X,아이파크,역삼동,"139,837",2014,0,117.17,790,11680,7,,,2024,1,16
X,강남_9차_아파트,압구정동,"4,771",1987,118,124.65,362,11680,5,,,2024,2,25
,강남_2차_아파트,대치동,"1,432",2007,228,79.26,536,11680,6,,,2024,1,3
O,강남_8차_아파트,청담동,"77,342",1999,0,80.0,196,11680,18,,,2024,1,1
O,강남_7차_아파트,역삼동,"1,986",1997,214,138.5,285,11680,12,,,2024,1,23
O,강남_4차_아파트,대치동,"146,106",2015,0,87.83,793,11680,34,,,2024,1,9
X,아이파크,대치동,"114,356",1998,0,89.45,128,11680,44,,,2024,3,16
,강남_6차_아파트,청담동,"2,037",1981,253,125.92,120,11680,9,,,2024,2,24
,강남_4차_아파트,대치동,"138,883",2006,0,82.77,649,11680,21,,,2024,1,9
X,강남_2차_아파트,대치동,"3,633",2000,201,58.49,867,11680,29,,,2024,3,12
,강남_7차_아파트,청담동,"38,844",1983,0,133.37,378,11680,20,,,2024,2,16
,강남_4차_아파트,대치동,"41,020",2019,0,134.68,285,11680,28,,,2024,2,25
O,강남_6차_아파트,삼성동,"53,127",2003,0,97.43,696,11680,22,,,2024,3,14
O,강남_2차_아파트,청담동,"148,602",2019,0,140.74,612,11680,34,,,2024,1,23
O,강남_3차_아파트,삼성동,"135,458",1985,0,126.28,934,11680,35,,,2024,2,15
X,강남_1차_아파트,압구정동,"35,665",1996,0,104.03,196,11680,12,,,2024,2,23
,강남_7차_아파트,역삼동,"2,117",2014,231,69.54,335,11680,26,,,2024,2,19
X,강남_8차_아파트,압구정동,"97,455",1985,0,96.48,604,11680,6,,,2024,2,2
O,강남_2차_아파트,청담동,"122,279",2005,0,66.04,557,11680,9,,,2024,2,3
,아이파크,청담동,"53,581",2009,0,78.87,536,11680,33,,,2024,2,10
X,강남_3차_아파트,삼성동,"2,176",1988,199,144.44,582,11680,15,,,2024,1,25
X,강남_5차_아파트,압구정동,"73,129",1989,0,149.01,791,11680,6,,,2024,3,7
,강남_3차_아파트,역삼동,"117,834",2003,0,81.83,800,11680,24,,,2024,1,14
O,타워팰리스,삼성동,"43,193",1991,0,83.47,132,11680,33,,,2024,3,28
,강남_2차_아파트,삼성동,"135,748",2002,0,82.17,189,11680,36,,,2024,2,4
,강남_3차_아파트,대치동,"3,638",2013,237,124.65,331,11680,15,,,2024,2,13
,아이파크,청담동,"139,807",1992,0,53.11,930,11680,26,,,2024,3,15
,강남_2차_아파트,역삼동,"128,205",1990,0,102.28,346,11680,6,,,2024,3,28
X,아이파크,청담동,"89,017",2014,0,129.58,444,11680,17,,,2024,2,15
O,강남_4차_아파트,압구정동,"82,339",2016,0,103.85,971,11680,43,,,2024,2,3
O,강남_1차_아파트,대치동,"4,121",1982,115,116.39,693,11680,6,,,2024,3,14
O,강남_6차_아파트,역삼동,"136,066",1995,0,51.61,500,11680,12,,,2024,3,15
O,강남_1차_아파트,압구정동,"116,340",1992,0,116.6,203,11680,17,,,2024,2,8
O,강남_6차_아파트,압구정동,"4,465",1981,289,93.7,540,11680,30,,,2024,2,2
X,강남_4차_아파트,삼성동,"85,055",2011,0,139.33,527,11680,26,,,2024,2,8
,타워팰리스,대치동,"80,733",1987,0,52.68,783,11680,23,,,2024,1,1
X,강남_3차_아파트,대치동,"3,051",1997,197,95.89,731,11680,16,,,2024,1,1
O,강남_3차_아파트,삼성동,"82,492",1997,0,63.83,767,11680,2,,,2024,3,12
O,강남_7차_아파트,압구정동,"85,023",2001,0,53.74,821,11680,20,,,2024,3,26
O,강남_9차_아파트,역삼동,"4,860",2009,135,67.57,889,11680,9,,,2024,1,8
X,강남_6차_아파트,역삼동,"3,760",2003,167,101.43,845,11680,3,,,2024,1,19
,강남_7차_아파트,압구정동,"3,345",2016,162,104.35,112,11680,5,,,2024,3,5
,강남_8차_아파트,역삼동,"121,937",1985,0,141.81,721,11680,14,,,2024,1,21
X,강남_5차_아파트,압구정동,"52,529",1983,0,143.81,163,11680,29,,,2024,1,18
X,강남_2차_아파트,압구정동,"1,589",2010,209,136.4,541,11680,31,,,2024,1,12
,강남_2차_아파트,압구정동,"77,793",1994,0,82.19,962,11680,33,,,2024,2,26
,강남_6차_아파트,대치동,"1,989",1981,256,58.65,911,11680,26,,,2024,1,15
O,아이파크,청담동,"107,007",1992,0,128.45,713,11680,23,,,2024,1,20
O,강남_8차_아파트,삼성동,"1,876",2024,120,66.98,217,11680,32,,,2024,3,14
X,강남_9차_아파트,청담동,"81,594",1990,0,84.13,779,11680,19,,,2024,3,4
X,강남_4차_아파트,압구정동,"50,527",1994,0,114.0,532,11680,28,,,2024,3,17
O,강남_1차_아파트,삼성동,"2,237",2018,229,117.3,355,11680,5,,,2024,1,1
O,강남_7차_아파트,압구정동,"64,587",1996,0,101.57,549,11680,40,,,2024,3,18
,강남_1차_아파트,삼성동,"1,345",1980,157,116.15,140,11680,42,,,2024,1,15
O,강남_8차_아파트,압구정동,"146,725",2002,0,113.54,817,11680,20,,,2024,2,2
X,강남_8차_아파트,대치동,"138,501",1985,0,84.76,655,11680,9,,,2024,3,24
,강남_4차_아파트,대치동,"145,133",2016,0,104.1,837,11680,3,,,2024,3,12
O,래미안,삼성동,"126,377",2019,0,120.45,754,11680,15,O,20240210,2024,2,10
,강남_8차_아파트,삼성동,"1,644",2004,165,64.5,797,11680,18,,,2024,3,21
X,타워팰리스,대치동,"109,236",2001,0,99.69,215,11680,9,,,2024,1,25
O,강남_8차_아파트,압구정동,"3,541",2009,275,114.17,857,11680,9,,,2024,1,19
O,래미안,대치동,"50,234",2018,0,128.04,249,11680,5,,,2024,1,12
X,래미안,압구정동,"130,253",2013,0,130.21,908,11680,2,,,2024,3,18
X,강남_7차_아파트,삼성동,"90,825",2016,0,137.91,487,11680,4,,,2024,3,28
,강남_9차_아파트,압구정동,"112,233",1988,0,135.01,815,11680,12,,,2024,3,6
X,강남_9차_아파트,대치동,"99,214",1995,0,67.55,755,11680,12,,,2024,1,11
,강남_6차_아파트,대치동,"50,316",2011,0,125.55,720,11680,41,,,2024,2,22
X,강남_4차_아파트,삼성동,"68,579",1995,0,144.32,657,11680,25,,,2024,3,15
X,래미안,역삼동,"36,893",2010,0,74.53,843,11680,35,,,2024,3,24
,타워팰리스,압구정동,"138,481",2009,0,81.89,125,11680,32,,,2024,2,25
O,타워팰리스,압구정동,"145,304",1981,0,57.19,631,11680,24,,,2024,1,12
O,강남_8차_아파트,청담동,"77,077",2020,0,122.76,967,11680,1,,,2024,3,5
O,강남_6차_아파트,대치동,"3,306",1990,108,113.15,720,11680,43,,,2024,1,21
,타워팰리스,청담동,"134,491",1983,0,71.73,745,11680,3,,,2024,3,18
O,강남_5차_아파트,역삼동,"133,097",2000,0,121.7,300,11680,36,,,2024,1,15
,강남_2차_아파트,압구정동,"109,467",2015,0,99.96,332,11680,25,,,2024,3,23
O,강남_4차_아파트,청담동,"1,196",1995,173,87.54,682,11680,36,,,2024,1,7
X,타워팰리스,역삼동,"116,308",1986,0,53.99,573,11680,3,,,2024,2,17
,강남_5차_아파트,청담동,"4,110",1985,165,147.92,331,11680,9,,,2024,2,24
O,강남_2차_아파트,청담동,"41,176",1995,0,83.34,652,11680,8,,,2024,1,11
,강남_7차_아파트,압구정동,"1,953",2007,130,83.03,387,11680,42,,,2024,2,19
X,강남_8차_아파트,삼성동,"98,455",2000,0,120.67,448,11680,42,,,2024,3,22
,타워팰리스,압구정동,"2,764",1988,85,91.85,764,11680,10,,,2024,1,11
O,강남_8차_아파트,역삼동,"128,780",2003,0,114.79,551,11680,43,O,20240220,2024,2,20
,강남_7차_아파트,역삼동,"99,572",1983,0,101.04,771,11680,17,,,2024,3,25
X,강남_2차_아파트,대치동,"108,677",2022,0,117.25,929,11680,7,,,2024,1,3
O,강남_9차_아파트,대치동,"64,577",1980,0,71.01,335,11680,16,,,2024,3,14
X,강남_3차_아파트,대치동,"1,169",2019,76,92.28,269,11680,13,,,2024,3,8
,타워팰리스,대치동,"1,652",2020,61,141.71,869,11680,11,,,2024,2,15
,강남_7차_아파트,대치동,"147,096",2012,0,51.63,320,11680,34,,,2024,3,19
X,강남_5차_아파트,청담동,"113,736",2014,0,101.26,410,11680,13,,,2024,2,10
O,타워팰리스,역삼동,"36,283",2020,0,120.38,133,11680,42,,,2024,3,19
X,강남_2차_아파트,압구정동,"4,023",1986,107,129.47,164,11680,13,,,2024,2,19
O,강남_2차_아파트,청담동,"4,879",1999,274,60.72,929,11680,27,,,2024,1,10
X,래미안,압구정동,"146,308",1983,0,73.79,219,11680,45,,,2024,3,20
,강남_7차_아파트,청담동,"42,719",2023,0,88.06,208,11680,29,,,2024,3,9
X,강남_5차_아파트,역삼동,"69,014",1998,0,86.7,586,11680,28,,,2024,2,27
,래미안,압구정동,"2,043",1993,240,68.99,356,11680,10,,,2024,1,11
X,타워팰리스,청담동,"129,838",2003,0,103.7,318,11680,2,,,2024,3,25
X,강남_4차_아파트,대치동,"38,267",2010,0,131.68,726,11680,5,,,2024,3,7
,강남_8차_아파트,청담동,"4,832",2017,123,79.61,874,11680,41,,,2024,1,5
,강남_3차_아파트,역삼동,"4,305",2017,181,52.61,205,11680,43,,,2024,3,28
,강남_8차_아파트,대치동,"73,554",2007,0,107.0,361,11680,14,,,2024,3,26
,타워팰리스,압구정동,"33,068",2017,0,126.73,931,11680,3,,,2024,2,27
